complex,adjustment,param_value,time,ATP
Complex IV,0.05,1.6281e-06,9.88731394267737e-08,4.47923840651609e-06
Complex IV,0.05,1.6281e-06,1.07771721975183e-07,8.87368169007891e-06
Complex IV,0.05,1.6281e-06,1.16670304523593e-07,1.31829868206407e-05
Complex IV,0.05,1.6281e-06,1.25568887072003e-07,2.70566751456449e-05
Complex IV,0.05,1.6281e-06,1.3149690323794e-07,4.0048859916642e-05
Complex IV,0.05,1.6281e-06,1.37424919403877e-07,5.21964096727821e-05
Complex IV,0.05,1.6281e-06,1.4131184104122e-07,9.21424528286621e-05
Complex IV,0.05,1.6281e-06,1.45198762678563e-07,0.000122868055152607
Complex IV,0.05,1.6281e-06,1.49085684315906e-07,0.000145996694445009
Complex IV,0.05,1.6281e-06,1.50743385006969e-07,0.000163048629975359
Complex IV,0.05,1.6281e-06,1.52401085698032e-07,0.000177787058123142
Complex IV,0.05,1.6281e-06,1.54058786389096e-07,0.000186953955866971
Complex IV,0.05,1.6281e-06,1.55716487080159e-07,0.00019199424505245
Complex IV,0.05,1.6281e-06,1.62714477828822e-07,0.000194005875965267
Complex IV,0.05,1.6281e-06,1.69712468577485e-07,0.000192599069813018
Complex IV,0.05,1.6281e-06,1.76710459326149e-07,0.000187658828662611
Complex IV,0.05,1.6281e-06,1.99135547896264e-07,0.000180856918242086
Complex IV,0.05,1.6281e-06,2.21560636466379e-07,0.000173110420062114
Complex IV,0.05,1.6281e-06,2.43985725036494e-07,0.000164947872645071
Complex IV,0.05,1.6281e-06,2.66410813606609e-07,0.000150660745974729
Complex IV,0.05,1.6281e-06,3.12647403776984e-07,0.000137116719427143
Complex IV,0.05,1.6281e-06,3.58883993947359e-07,0.000124683130677339
Complex IV,0.05,1.6281e-06,4.05120584117734e-07,0.000113377316413994
Complex IV,0.05,1.6281e-06,4.51357174288109e-07,0.000103134124047059
Complex IV,0.05,1.6281e-06,4.97593764458484e-07,9.10043448936104e-05
Complex IV,0.05,1.6281e-06,5.64618398960261e-07,8.0477417028679e-05
Complex IV,0.05,1.6281e-06,6.31643033462038e-07,7.13594613023164e-05
Complex IV,0.05,1.6281e-06,6.98667667963816e-07,6.88693218561123e-05
Complex IV,0.05,1.6281e-06,7.65692302465593e-07,6.64833957996621e-05
Complex IV,0.05,1.6281e-06,8.3271693696737e-07,6.41977157633691e-05
Complex IV,0.05,1.6281e-06,9.02080602259131e-07,6.35309831783324e-05
Complex IV,0.05,1.6281e-06,9.71444267550891e-07,6.33326414867916e-05
Complex IV,0.05,1.6281e-06,1.04080793284265e-06,6.31350675380513e-05
Complex IV,0.05,1.6281e-06,1.11017159813441e-06,6.29382577580749e-05
Complex IV,0.05,1.6281e-06,1.17953526342617e-06,6.27422091174833e-05
Complex IV,0.05,1.6281e-06,1.29275055143368e-06,6.254691877339e-05
Complex IV,0.05,1.6281e-06,1.40596583944119e-06,6.1359794125866e-05
Complex IV,0.05,1.6281e-06,1.5191811274487e-06,6.02006712314392e-05
Complex IV,0.05,1.6281e-06,1.63239641545621e-06,5.9068921138311e-05
Complex IV,0.05,1.6281e-06,1.74561170346373e-06,5.7963900791574e-05
Complex IV,0.05,1.6281e-06,1.99146385372603e-06,5.64956472496956e-05
Complex IV,0.05,1.6281e-06,2.23731600398833e-06,5.50745803396524e-05
Complex IV,0.05,1.6281e-06,2.48316815425064e-06,5.36991990149984e-05
Complex IV,0.05,1.6281e-06,2.72902030451294e-06,5.23680345995135e-05
Complex IV,0.05,1.6281e-06,2.97487245477525e-06,5.05529566707233e-05
Complex IV,0.05,1.6281e-06,3.47955056656131e-06,4.88200717026635e-05
Complex IV,0.05,1.6281e-06,3.98422867834737e-06,4.71656958276794e-05
Complex IV,0.05,1.6281e-06,4.48890679013343e-06,4.55862673917125e-05
Complex IV,0.05,1.6281e-06,4.99358490191949e-06,4.31747911495857e-05
Complex IV,0.05,1.6281e-06,5.49826301370555e-06,4.09383734712471e-05
Complex IV,0.05,1.6281e-06,6.82678126756533e-06,3.88640397643654e-05
Complex IV,0.05,1.6281e-06,8.15529952142512e-06,3.69399195201852e-05
Complex IV,0.05,1.6281e-06,9.48381777528491e-06,3.69354174175936e-05
Complex IV,0.05,1.6281e-06,1.08123360291447e-05,3.69350122853573e-05
Complex IV,0.05,1.6281e-06,1.21408542830045e-05,3.69346071612245e-05
Complex IV,0.05,1.6281e-06,1.61119667558821e-05,3.69342020439751e-05
Complex IV,0.05,1.6281e-06,1.73033004977454e-05,3.69337969332263e-05
Complex IV,0.05,1.6281e-06,1.84946342396087e-05,3.69333918290296e-05
Complex IV,0.05,1.6281e-06,1.9685967981472e-05,3.69327100930659e-05
Complex IV,0.05,1.6281e-06,2.0043368104031e-05,3.69325055759582e-05
Complex IV,0.05,1.6281e-06,2.040076822659e-05,3.69323010605519e-05
Complex IV,0.05,1.6281e-06,2.06795158182553e-05,3.69322397062617e-05
Complex IV,0.05,1.6281e-06,2.07631400957549e-05,3.69321783521245e-05
Complex IV,0.05,1.6281e-06,2.08467643732544e-05,3.69321728302598e-05
Complex IV,0.05,1.6281e-06,2.0930388650754e-05,3.6932167308396e-05
Complex IV,0.05,1.6281e-06,2.09554759340039e-05,3.69321617865335e-05
Complex IV,0.05,1.6281e-06,2.09805632172538e-05,3.69321562646724e-05
Complex IV,0.05,1.6281e-06,2.10056505005037e-05,3.69321559700545e-05
Complex IV,0.05,1.6281e-06,2.10131766854786e-05,3.69321556754367e-05
Complex IV,0.05,1.6281e-06,2.10207028704536e-05,3.6932155648921e-05
Complex IV,0.05,1.6281e-06,2.10282290554286e-05,3.69321556224053e-05
Complex IV,0.05,1.6281e-06,2.1030486910921e-05,3.69321556144507e-05
Complex IV,0.05,1.6281e-06,2.10327447664135e-05,3.69321556064962e-05
Complex IV,0.05,1.6281e-06,2.1035002621906e-05,3.69321555985416e-05
Complex IV,0.05,1.6281e-06,2.10356799785538e-05,3.6932155590587e-05
Complex IV,0.05,1.6281e-06,2.10363573352015e-05,3.69321555110402e-05
Complex IV,0.05,1.6281e-06,2.10370346918493e-05,3.69321554314934e-05
Complex IV,0.05,1.6281e-06,2.1037712048497e-05,3.69321553519465e-05
Complex IV,0.05,1.6281e-06,2.10379152554913e-05,3.69321552803543e-05
Complex IV,0.05,1.6281e-06,2.10381184624857e-05,3.6932155208762e-05
Complex IV,0.05,1.6281e-06,2.103832166948e-05,3.69321551371698e-05
Complex IV,0.05,1.6281e-06,2.10383826315783e-05,3.69321544212485e-05
Complex IV,0.05,1.6281e-06,2.10384435936766e-05,3.6932153705327e-05
Complex IV,0.05,1.6281e-06,2.10385045557749e-05,3.69321529894056e-05
Complex IV,0.05,1.6281e-06,2.10385655178732e-05,3.69321523450764e-05
Complex IV,0.05,1.6281e-06,2.10385838065027e-05,3.69321517007472e-05
Complex IV,0.05,1.6281e-06,2.10386020951322e-05,3.69321510564182e-05
Complex IV,0.05,1.6281e-06,2.10386203837616e-05,3.69321446131281e-05
Complex IV,0.05,1.6281e-06,2.10386258703505e-05,3.69321381698399e-05
Complex IV,0.05,1.6281e-06,2.10386313569393e-05,3.69321317265534e-05
Complex IV,0.05,1.6281e-06,2.10386368435282e-05,3.69320672938326e-05
Complex IV,0.05,1.6281e-06,2.1038642330117e-05,3.69320028612767e-05
Complex IV,0.05,1.6281e-06,2.10386439760937e-05,3.69319384288887e-05
Complex IV,0.05,1.6281e-06,2.10386444698867e-05,3.69312941194922e-05
Complex IV,0.05,1.6281e-06,2.10386449636797e-05,3.69306498265787e-05
Complex IV,0.05,1.6281e-06,2.10386454574727e-05,3.69304565407567e-05
Complex IV,0.05,1.6281e-06,2.10386459512657e-05,3.6930263256535e-05
Complex IV,0.05,1.6281e-06,2.10386460994036e-05,3.6930069973843e-05
Complex IV,0.05,1.6281e-06,2.10386462475415e-05,3.69300177876738e-05
Complex IV,0.1,3.2562e-06,0,0
Complex IV,0.1,3.2562e-06,9.88731394267737e-08,1.3593344159552e-06
Complex IV,0.1,3.2562e-06,1.07771721975183e-07,2.710877394375e-06
Complex IV,0.1,3.2562e-06,1.16670304523593e-07,4.05450489871611e-06
Complex IV,0.1,3.2562e-06,1.25568887072003e-07,6.74905736144167e-06
Complex IV,0.1,3.2562e-06,1.3149690323794e-07,9.41197902520685e-06
Complex IV,0.1,3.2562e-06,1.37424919403877e-07,1.2043268036162e-05
Complex IV,0.1,3.2562e-06,1.4131184104122e-07,2.59670473949382e-05
Complex IV,0.1,3.2562e-06,1.45198762678563e-07,3.90105639698905e-05
Complex IV,0.1,3.2562e-06,1.49085684315906e-07,5.12082923352098e-05
Complex IV,0.1,3.2562e-06,1.50743385006969e-07,8.18775786644001e-05
Complex IV,0.1,3.2562e-06,1.52401085698032e-07,0.000107221347985201
Complex IV,0.1,3.2562e-06,1.54058786389096e-07,0.000127897437844013
Complex IV,0.1,3.2562e-06,1.55716487080159e-07,0.000144593607544457
Complex IV,0.1,3.2562e-06,1.62714477828822e-07,0.000167434898032637
Complex IV,0.1,3.2562e-06,1.69712468577485e-07,0.000181476368798135
Complex IV,0.1,3.2562e-06,1.76710459326149e-07,0.000189350866484106
Complex IV,0.1,3.2562e-06,1.99135547896264e-07,0.000192870007503978
Complex IV,0.1,3.2562e-06,2.21560636466379e-07,0.000193294594293798
Complex IV,0.1,3.2562e-06,2.43985725036494e-07,0.000189117452345476
Complex IV,0.1,3.2562e-06,2.66410813606609e-07,0.000181576204428578
Complex IV,0.1,3.2562e-06,3.12647403776984e-07,0.000172544313987996
Complex IV,0.1,3.2562e-06,3.58883993947359e-07,0.000169732798407104
Complex IV,0.1,3.2562e-06,4.05120584117734e-07,0.000166861112656576
Complex IV,0.1,3.2562e-06,4.51357174288109e-07,0.000163955016096102
Complex IV,0.1,3.2562e-06,4.97593764458484e-07,0.000161039909119301
Complex IV,0.1,3.2562e-06,5.64618398960261e-07,0.000158130873536384
Complex IV,0.1,3.2562e-06,6.31643033462038e-07,0.000149310182570967
Complex IV,0.1,3.2562e-06,6.98667667963816e-07,0.000140768089096611
Complex IV,0.1,3.2562e-06,7.65692302465593e-07,0.000132600704761611
Complex IV,0.1,3.2562e-06,8.3271693696737e-07,0.000124860433909666
Complex IV,0.1,3.2562e-06,9.02080602259131e-07,0.000120725765778993
Complex IV,0.1,3.2562e-06,9.71444267550891e-07,0.00011673049161097
Complex IV,0.1,3.2562e-06,1.04080793284265e-06,0.000112873449595264
Complex IV,0.1,3.2562e-06,1.11017159813441e-06,0.000109152593354983
Complex IV,0.1,3.2562e-06,1.17953526342617e-06,0.000105564853034597
Complex IV,0.1,3.2562e-06,1.29275055143368e-06,0.000103995646883051
Complex IV,0.1,3.2562e-06,1.40596583944119e-06,0.000102452107337755
Complex IV,0.1,3.2562e-06,1.5191811274487e-06,0.000100933948784092
Complex IV,0.1,3.2562e-06,1.63239641545621e-06,9.94408494018968e-05
Complex IV,0.1,3.2562e-06,1.74561170346373e-06,9.01736178156997e-05
Complex IV,0.1,3.2562e-06,1.99146385372603e-06,8.18790488887916e-05
Complex IV,0.1,3.2562e-06,2.23731600398833e-06,7.44645181126402e-05
Complex IV,0.1,3.2562e-06,2.48316815425064e-06,6.78393406057997e-05
Complex IV,0.1,3.2562e-06,2.72902030451294e-06,6.50412254010891e-05
Complex IV,0.1,3.2562e-06,2.97487245477525e-06,6.23865447832985e-05
Complex IV,0.1,3.2562e-06,3.47955056656131e-06,5.98663372762961e-05
Complex IV,0.1,3.2562e-06,3.98422867834737e-06,5.74728579462087e-05
Complex IV,0.1,3.2562e-06,4.48890679013343e-06,5.51995930988391e-05
Complex IV,0.1,3.2562e-06,4.99358490191949e-06,5.36811179214262e-05
Complex IV,0.1,3.2562e-06,5.49826301370555e-06,5.22161719078071e-05
Complex IV,0.1,3.2562e-06,6.82678126756533e-06,5.08030030200923e-05
Complex IV,0.1,3.2562e-06,8.15529952142512e-06,4.94398435492739e-05
Complex IV,0.1,3.2562e-06,9.48381777528491e-06,4.75295321731152e-05
Complex IV,0.1,3.2562e-06,1.08123360291447e-05,4.57174480136767e-05
Complex IV,0.1,3.2562e-06,1.21408542830045e-05,4.39985945233567e-05
Complex IV,0.1,3.2562e-06,1.61119667558821e-05,4.23681649570349e-05
Complex IV,0.1,3.2562e-06,1.73033004977454e-05,4.009720318152e-05
Complex IV,0.1,3.2562e-06,1.84946342396087e-05,3.79981934655333e-05
Complex IV,0.1,3.2562e-06,1.9685967981472e-05,3.73999415256409e-05
Complex IV,0.1,3.2562e-06,2.0043368104031e-05,3.68156157899491e-05
Complex IV,0.1,3.2562e-06,2.040076822659e-05,3.62448955470059e-05
Complex IV,0.1,3.2562e-06,2.06795158182553e-05,3.5687462770026e-05
Complex IV,0.1,3.2562e-06,2.07631400957549e-05,3.55227768930721e-05
Complex IV,0.1,3.2562e-06,2.08467643732544e-05,3.53592506242516e-05
Complex IV,0.1,3.2562e-06,2.0930388650754e-05,3.51968758353913e-05
Complex IV,0.1,3.2562e-06,2.09554759340039e-05,3.51823183064048e-05
Complex IV,0.1,3.2562e-06,2.09805632172538e-05,3.5167770032348e-05
Complex IV,0.1,3.2562e-06,2.10056505005037e-05,3.51532310074764e-05
Complex IV,0.1,3.2562e-06,2.10131766854786e-05,3.51387012259973e-05
Complex IV,0.1,3.2562e-06,2.10207028704536e-05,3.51373939988537e-05
Complex IV,0.1,3.2562e-06,2.10282290554286e-05,3.51360868465298e-05
Complex IV,0.1,3.2562e-06,2.1030486910921e-05,3.51347797690209e-05
Complex IV,0.1,3.2562e-06,2.10327447664135e-05,3.5133472766323e-05
Complex IV,0.1,3.2562e-06,2.1035002621906e-05,3.51321658384317e-05
Complex IV,0.1,3.2562e-06,2.10356799785538e-05,3.51317552058207e-05
Complex IV,0.1,3.2562e-06,2.10363573352015e-05,3.51313445805946e-05
Complex IV,0.1,3.2562e-06,2.10370346918493e-05,3.51309339627535e-05
Complex IV,0.1,3.2562e-06,2.1037712048497e-05,3.51309329649613e-05
Complex IV,0.1,3.2562e-06,2.10379152554913e-05,3.51309319671692e-05
Complex IV,0.1,3.2562e-06,2.10381184624857e-05,3.5130931940229e-05
Complex IV,0.1,3.2562e-06,2.103832166948e-05,3.51309319132887e-05
Complex IV,0.1,3.2562e-06,2.10383826315783e-05,3.51309319070508e-05
Complex IV,0.1,3.2562e-06,2.10384435936766e-05,3.51309319068826e-05
Complex IV,0.1,3.2562e-06,2.10385045557749e-05,3.51309319067143e-05
Complex IV,0.1,3.2562e-06,2.10385655178732e-05,3.5130931906546e-05
Complex IV,0.1,3.2562e-06,2.10385838065027e-05,3.51309319063778e-05
Complex IV,0.1,3.2562e-06,2.10386020951322e-05,3.51309319062095e-05
Complex IV,0.1,3.2562e-06,2.10386203837616e-05,3.51309319058535e-05
Complex IV,0.1,3.2562e-06,2.10386258703505e-05,3.51309319054974e-05
Complex IV,0.1,3.2562e-06,2.10386313569393e-05,3.51309319051413e-05
Complex IV,0.1,3.2562e-06,2.10386368435282e-05,3.51309319047853e-05
Complex IV,0.1,3.2562e-06,2.1038642330117e-05,3.51309319012254e-05
Complex IV,0.1,3.2562e-06,2.10386439760937e-05,3.51309318976656e-05
Complex IV,0.1,3.2562e-06,2.10386444698867e-05,3.51309318941057e-05
Complex IV,0.1,3.2562e-06,2.10386449636797e-05,3.51309318905458e-05
Complex IV,0.1,3.2562e-06,2.10386454574727e-05,3.51309318549473e-05
Complex IV,0.1,3.2562e-06,2.10386459512657e-05,3.51309318193489e-05
Complex IV,0.1,3.2562e-06,2.10386460994036e-05,3.51309317837504e-05
Complex IV,0.1,3.2562e-06,2.10386462475415e-05,3.5130931773071e-05
Complex IV,0.15,4.8843e-06,0,0
Complex IV,0.15,4.8843e-06,9.88731394267737e-08,1.3593344159552e-06
Complex IV,0.15,4.8843e-06,1.07771721975183e-07,2.710877394375e-06
Complex IV,0.15,4.8843e-06,1.16670304523593e-07,4.05450489871611e-06
Complex IV,0.15,4.8843e-06,1.25568887072003e-07,6.13529244471287e-06
Complex IV,0.15,4.8843e-06,1.3149690323794e-07,8.19715834812916e-06
Complex IV,0.15,4.8843e-06,1.37424919403877e-07,1.02401148176738e-05
Complex IV,0.15,4.8843e-06,1.4131184104122e-07,2.42485571951902e-05
Complex IV,0.15,4.8843e-06,1.45198762678563e-07,3.73750088502722e-05
Complex IV,0.15,4.8843e-06,1.49085684315906e-07,4.96530905511568e-05
Complex IV,0.15,4.8843e-06,1.50743385006969e-07,5.78873232773256e-05
Complex IV,0.15,4.8843e-06,1.52401085698032e-07,6.57858901075884e-05
Complex IV,0.15,4.8843e-06,1.54058786389096e-07,7.33245886679956e-05
Complex IV,0.15,4.8843e-06,1.55716487080159e-07,8.05046561422554e-05
Complex IV,0.15,4.8843e-06,1.62714477828822e-07,0.000115360603778193
Complex IV,0.15,4.8843e-06,1.69712468577485e-07,0.000141389892804731
Complex IV,0.15,4.8843e-06,1.76710459326149e-07,0.000160399743090957
Complex IV,0.15,4.8843e-06,1.99135547896264e-07,0.000173925512850589
Complex IV,0.15,4.8843e-06,2.21560636466379e-07,0.000186911430148962
Complex IV,0.15,4.8843e-06,2.43985725036494e-07,0.000192556130583914
Complex IV,0.15,4.8843e-06,2.66410813606609e-07,0.000193480668651089
Complex IV,0.15,4.8843e-06,3.12647403776984e-07,0.000191333233334052
Complex IV,0.15,4.8843e-06,3.58883993947359e-07,0.000187185072663217
Complex IV,0.15,4.8843e-06,4.05120584117734e-07,0.000177310385595703
Complex IV,0.15,4.8843e-06,4.51357174288109e-07,0.000166074532345721
Complex IV,0.15,4.8843e-06,4.97593764458484e-07,0.000154703694474689
Complex IV,0.15,4.8843e-06,5.64618398960261e-07,0.000143687160934063
Complex IV,0.15,4.8843e-06,6.31643033462038e-07,0.000133229915176735
Complex IV,0.15,4.8843e-06,6.98667667963816e-07,0.00011924607522029
Complex IV,0.15,4.8843e-06,7.65692302465593e-07,0.000115356243755952
Complex IV,0.15,4.8843e-06,8.3271693696737e-07,0.000111596705132436
Complex IV,0.15,4.8843e-06,9.02080602259131e-07,0.000107965465929153
Complex IV,0.15,4.8843e-06,9.71444267550891e-07,0.000104461529871482
Complex IV,0.15,4.8843e-06,1.04080793284265e-06,0.000101082535077629
Complex IV,0.15,4.8843e-06,1.11017159813441e-06,9.85897931978967e-05
Complex IV,0.15,4.8843e-06,1.17953526342617e-06,9.61656294066878e-05
Complex IV,0.15,4.8843e-06,1.29275055143368e-06,9.3808450333701e-05
Complex IV,0.15,4.8843e-06,1.40596583944119e-06,9.15166385273022e-05
Complex IV,0.15,4.8843e-06,1.5191811274487e-06,8.95083280142955e-05
Complex IV,0.15,4.8843e-06,1.63239641545621e-06,8.75504625360843e-05
Complex IV,0.15,4.8843e-06,1.74561170346373e-06,8.56418559980518e-05
Complex IV,0.15,4.8843e-06,1.99146385372603e-06,8.37813387310632e-05
Complex IV,0.15,4.8843e-06,2.23731600398833e-06,8.2437738485633e-05
Complex IV,0.15,4.8843e-06,2.48316815425064e-06,8.11192667672992e-05
Complex IV,0.15,4.8843e-06,2.72902030451294e-06,7.98254688214495e-05
Complex IV,0.15,4.8843e-06,2.97487245477525e-06,7.85558994938281e-05
Complex IV,0.15,4.8843e-06,3.47955056656131e-06,7.18978218874793e-05
Complex IV,0.15,4.8843e-06,3.98422867834737e-06,6.59051636810084e-05
Complex IV,0.15,4.8843e-06,4.48890679013343e-06,6.05149117116806e-05
Complex IV,0.15,4.8843e-06,4.99358490191949e-06,5.56669071331156e-05
Complex IV,0.15,4.8843e-06,5.49826301370555e-06,5.29097844692392e-05
Complex IV,0.15,4.8843e-06,6.82678126756533e-06,5.03300944154042e-05
Complex IV,0.15,4.8843e-06,8.15529952142512e-06,4.79150277521104e-05
Complex IV,0.15,4.8843e-06,9.48381777528491e-06,4.72207766017566e-05
Complex IV,0.15,4.8843e-06,1.08123360291447e-05,4.6540039019351e-05
Complex IV,0.15,4.8843e-06,1.21408542830045e-05,4.58725721615963e-05
Complex IV,0.15,4.8843e-06,1.61119667558821e-05,4.5218120584035e-05
Complex IV,0.15,4.8843e-06,1.73033004977454e-05,4.50242845049399e-05
Complex IV,0.15,4.8843e-06,1.84946342396087e-05,4.49663564728714e-05
Complex IV,0.15,4.8843e-06,1.9685967981472e-05,4.49085309672317e-05
Complex IV,0.15,4.8843e-06,2.0043368104031e-05,4.48508078191767e-05
Complex IV,0.15,4.8843e-06,2.040076822659e-05,4.48492507117125e-05
Complex IV,0.15,4.8843e-06,2.06795158182553e-05,4.48476936787182e-05
Complex IV,0.15,4.8843e-06,2.07631400957549e-05,4.48461367201984e-05
Complex IV,0.15,4.8843e-06,2.08467643732544e-05,4.48445798361548e-05
Complex IV,0.15,4.8843e-06,2.0930388650754e-05,4.48430230265849e-05
Complex IV,0.15,4.8843e-06,2.09554759340039e-05,4.48348494279417e-05
Complex IV,0.15,4.8843e-06,2.09805632172538e-05,4.48323977486956e-05
Complex IV,0.15,4.8843e-06,2.10056505005037e-05,4.48299462541893e-05
Complex IV,0.15,4.8843e-06,2.10131766854786e-05,4.48274949444085e-05
Complex IV,0.15,4.8843e-06,2.10207028704536e-05,4.48250438193402e-05
Complex IV,0.15,4.8843e-06,2.10282290554286e-05,4.48176915522169e-05
Complex IV,0.15,4.8843e-06,2.1030486910921e-05,4.48103409469961e-05
Complex IV,0.15,4.8843e-06,2.10327447664135e-05,4.48029920033129e-05
Complex IV,0.15,4.8843e-06,2.1035002621906e-05,4.47956447207911e-05
