complex,adjustment,param_value,time,ATP
Complex III,0.05,0.00458685,2.10384435936766e-05,0.000156522085343741
Complex III,0.05,0.00458685,2.10385045557749e-05,0.000156523036339244
Complex III,0.05,0.00458685,2.10385655178732e-05,0.000156523987317257
Complex III,0.05,0.00458685,2.10385838065027e-05,0.000156524272607251
Complex III,0.05,0.00458685,2.10386020951322e-05,0.00015652455789567
Complex III,0.05,0.00458685,2.10386203837616e-05,0.000156524843182516
Complex III,0.05,0.00458685,2.10386258703505e-05,0.000156524928768263
Complex III,0.05,0.00458685,2.10386313569393e-05,0.000156525014353868
Complex III,0.05,0.00458685,2.10386368435282e-05,0.000156525040029522
Complex III,0.05,0.00458685,2.1038642330117e-05,0.000156525065705163
Complex III,0.05,0.00458685,2.10386439760937e-05,0.000156525091380791
Complex III,0.05,0.00458685,2.10386444698867e-05,0.000156525117056407
Complex III,0.05,0.00458685,2.10386449636797e-05,0.000156525124759089
Complex III,0.05,0.00458685,2.10386454574727e-05,0.00015652513246177
Complex III,0.05,0.00458685,2.10386459512657e-05,0.000156525134772574
Complex III,0.05,0.00458685,2.10386460994036e-05,0.000156525137083378
Complex III,0.05,0.00458685,2.10386462475415e-05,0.000156525139394182
Complex III,0.1,0.0091737,0,0
Complex III,0.1,0.0091737,9.88731394267737e-08,1.3593344159552e-06
Complex III,0.1,0.0091737,1.07771721975183e-07,1.4815246244416e-06
Complex III,0.1,0.0091737,1.16670304523593e-07,1.60363669135922e-06
Complex III,0.1,0.0091737,1.25568887072003e-07,1.72568184478321e-06
Complex III,0.1,0.0091737,1.3149690323794e-07,1.80764487410845e-06
Complex III,0.1,0.0091737,1.37424919403877e-07,1.88957827395837e-06
Complex III,0.1,0.0091737,1.4131184104122e-07,1.93033171599736e-06
Complex III,0.1,0.0091737,1.45198762678563e-07,1.97107773910108e-06
Complex III,0.1,0.0091737,1.49085684315906e-07,2.00303121830181e-06
Complex III,0.1,0.0091737,1.50743385006969e-07,2.03498021395356e-06
Complex III,0.1,0.0091737,1.52401085698032e-07,2.06692475474232e-06
Complex III,0.1,0.0091737,1.54058786389096e-07,2.1153586123498e-06
Complex III,0.1,0.0091737,1.55716487080159e-07,2.16378287767903e-06
Complex III,0.1,0.0091737,1.62714477828822e-07,2.21219710677377e-06
Complex III,0.1,0.0091737,1.69712468577485e-07,2.26060114214075e-06
Complex III,0.1,0.0091737,1.76710459326149e-07,2.36441431730952e-06
Complex III,0.1,0.0091737,1.99135547896264e-07,2.46818045073996e-06
Complex III,0.1,0.0091737,2.21560636466379e-07,2.5718995599485e-06
Complex III,0.1,0.0091737,2.43985725036494e-07,2.67557166621586e-06
Complex III,0.1,0.0091737,2.66410813606609e-07,3.00500733489454e-06
Complex III,0.1,0.0091737,3.12647403776984e-07,3.33396831276946e-06
Complex III,0.1,0.0091737,3.58883993947359e-07,3.66245521907707e-06
Complex III,0.1,0.0091737,4.05120584117734e-07,3.99046866730737e-06
Complex III,0.1,0.0091737,4.51357174288109e-07,4.31800927037193e-06
Complex III,0.1,0.0091737,4.97593764458484e-07,4.92003682880155e-06
Complex III,0.1,0.0091737,5.64618398960261e-07,5.52046630013278e-06
Complex III,0.1,0.0091737,6.31643033462038e-07,6.11930150024723e-06
Complex III,0.1,0.0091737,6.98667667963816e-07,6.71654623523287e-06
Complex III,0.1,0.0091737,7.65692302465593e-07,7.31220430180831e-06
Complex III,0.1,0.0091737,8.3271693696737e-07,7.90627948789877e-06
Complex III,0.1,0.0091737,9.02080602259131e-07,8.73916555101866e-06
Complex III,0.1,0.0091737,9.71444267550891e-07,9.56893832053086e-06
Complex III,0.1,0.0091737,1.04080793284265e-06,1.03956082480709e-05
Complex III,0.1,0.0091737,1.11017159813441e-06,1.12191857494369e-05
Complex III,0.1,0.0091737,1.17953526342617e-06,1.20396812055179e-05
Complex III,0.1,0.0091737,1.29275055143368e-06,1.34467967160473e-05
Complex III,0.1,0.0091737,1.40596583944119e-06,1.48448380850136e-05
Complex III,0.1,0.0091737,1.5191811274487e-06,1.62338577778264e-05
Complex III,0.1,0.0091737,1.63239641545621e-06,1.76139079493816e-05
Complex III,0.1,0.0091737,1.74561170346373e-06,1.89850404536121e-05
Complex III,0.1,0.0091737,1.99146385372603e-06,2.09530540265983e-05
Complex III,0.1,0.0091737,2.23731600398833e-06,2.29026694275882e-05
Complex III,0.1,0.0091737,2.48316815425064e-06,2.4834036296927e-05
Complex III,0.1,0.0091737,2.72902030451294e-06,2.67473065032632e-05
Complex III,0.1,0.0091737,2.97487245477525e-06,3.11189603678208e-05
Complex III,0.1,0.0091737,3.47955056656131e-06,3.24117951295283e-05
Complex III,0.1,0.0091737,3.98422867834737e-06,3.36961531221653e-05
Complex III,0.1,0.0091737,4.48890679013343e-06,3.49720825889624e-05
Complex III,0.1,0.0091737,4.99358490191949e-06,3.62396306427749e-05
Complex III,0.1,0.0091737,5.49826301370555e-06,4.17126184134625e-05
Complex III,0.1,0.0091737,6.82678126756533e-06,4.70286667762618e-05
Complex III,0.1,0.0091737,8.15529952142512e-06,5.21917749670518e-05
Complex III,0.1,0.0091737,9.48381777528491e-06,5.72058415434406e-05
Complex III,0.1,0.0091737,1.08123360291447e-05,6.20746560560534e-05
Complex III,0.1,0.0091737,1.21408542830045e-05,6.63955385900083e-05
Complex III,0.1,0.0091737,1.61119667558821e-05,7.06011948102258e-05
Complex III,0.1,0.0091737,1.73033004977454e-05,7.46943024577975e-05
Complex III,0.1,0.0091737,1.84946342396087e-05,7.86774794317247e-05
Complex III,0.1,0.0091737,1.9685967981472e-05,8.25532837902258e-05
Complex III,0.1,0.0091737,2.0043368104031e-05,0.000108483402352689
Complex III,0.1,0.0091737,2.040076822659e-05,0.000124481345142218
Complex III,0.1,0.0091737,2.06795158182553e-05,0.000134468227558227
Complex III,0.1,0.0091737,2.07631400957549e-05,0.000141194012521811
Complex III,0.1,0.0091737,2.08467643732544e-05,0.000145772812429066
Complex III,0.1,0.0091737,2.0930388650754e-05,0.000148941808682125
Complex III,0.1,0.0091737,2.09554759340039e-05,0.000151140032279859
Complex III,0.1,0.0091737,2.09805632172538e-05,0.000152662269647561
Complex III,0.1,0.0091737,2.10056505005037e-05,0.000153710339901823
Complex III,0.1,0.0091737,2.10131766854786e-05,0.000154420228492221
Complex III,0.1,0.0091737,2.10207028704536e-05,0.000154901984480358
Complex III,0.1,0.0091737,2.10282290554286e-05,0.000155225255328264
Complex III,0.1,0.0091737,2.1030486910921e-05,0.000155440164090574
Complex III,0.1,0.0091737,2.10327447664135e-05,0.00015558261988453
Complex III,0.1,0.0091737,2.1035002621906e-05,0.000155675788809666
Complex III,0.1,0.0091737,2.10356799785538e-05,0.000155737895748049
Complex III,0.1,0.0091737,2.10363573352015e-05,0.000155756513569401
Complex III,0.1,0.0091737,2.10370346918493e-05,0.000155775124814125
Complex III,0.1,0.0091737,2.1037712048497e-05,0.000155793729483346
Complex III,0.1,0.0091737,2.10379152554913e-05,0.000155812327578517
Complex III,0.1,0.0091737,2.10381184624857e-05,0.000155820397289059
Complex III,0.1,0.0091737,2.103832166948e-05,0.000155828465761686
Complex III,0.1,0.0091737,2.10383826315783e-05,0.000155836532996576
Complex III,0.1,0.0091737,2.10384435936766e-05,0.000155844598993884
Complex III,0.1,0.0091737,2.10385045557749e-05,0.000155847018551771
Complex III,0.1,0.0091737,2.10385655178732e-05,0.000155849437998291
Complex III,0.1,0.0091737,2.10385838065027e-05,0.000155851857333449
Complex III,0.1,0.0091737,2.10386020951322e-05,0.000155854276557249
Complex III,0.1,0.0091737,2.10386203837616e-05,0.000155856695669694
Complex III,0.1,0.0091737,2.10386258703505e-05,0.000155857519860327
Complex III,0.1,0.0091737,2.10386313569393e-05,0.000155858344038035
Complex III,0.1,0.0091737,2.10386368435282e-05,0.000155858591288827
Complex III,0.1,0.0091737,2.1038642330117e-05,0.000155858838538456
Complex III,0.1,0.0091737,2.10386439760937e-05,0.000155858912713117
Complex III,0.1,0.0091737,2.10386444698867e-05,0.000155858986887674
Complex III,0.1,0.0091737,2.10386449636797e-05,0.000155859061062127
Complex III,0.1,0.0091737,2.10386454574727e-05,0.000155859135236474
Complex III,0.1,0.0091737,2.10386459512657e-05,0.000155859157488758
Complex III,0.1,0.0091737,2.10386460994036e-05,0.000155859179741033
Complex III,0.1,0.0091737,2.10386462475415e-05,0.000155859186416713
Complex III,0.15,0.01376055,0,0
Complex III,0.15,0.01376055,9.88731394267737e-08,1.3593344159552e-06
Complex III,0.15,0.01376055,1.07771721975183e-07,1.4815246244416e-06
Complex III,0.15,0.01376055,1.16670304523593e-07,1.60363669135922e-06
Complex III,0.15,0.01376055,1.25568887072003e-07,1.72568184478321e-06
Complex III,0.15,0.01376055,1.3149690323794e-07,1.80761965755814e-06
Complex III,0.15,0.01376055,1.37424919403877e-07,1.88952785875005e-06
Complex III,0.15,0.01376055,1.4131184104122e-07,1.93033190486538e-06
Complex III,0.15,0.01376055,1.45198762678563e-07,1.97112851416426e-06
Complex III,0.15,0.01376055,1.49085684315906e-07,2.003108551629e-06
Complex III,0.15,0.01376055,1.50743385006969e-07,2.03508409803981e-06
Complex III,0.15,0.01376055,1.52401085698032e-07,2.06705518217108e-06
Complex III,0.15,0.01376055,1.54058786389096e-07,2.11553081727039e-06
Complex III,0.15,0.01376055,1.55716487080159e-07,2.16399684350916e-06
Complex III,0.15,0.01376055,1.62714477828822e-07,2.21245281618114e-06
Complex III,0.15,0.01376055,1.69712468577485e-07,2.26089857752781e-06
Complex III,0.15,0.01376055,1.76710459326149e-07,2.36442699333012e-06
Complex III,0.15,0.01376055,1.99135547896264e-07,2.46790862498618e-06
Complex III,0.15,0.01376055,2.21560636466379e-07,2.57134348991019e-06
Complex III,0.15,0.01376055,2.43985725036494e-07,2.67473160922931e-06
Complex III,0.15,0.01376055,2.66410813606609e-07,3.01075612307666e-06
Complex III,0.15,0.01376055,3.12647403776984e-07,3.34628676900101e-06
Complex III,0.15,0.01376055,3.58883993947359e-07,3.6813242040046e-06
Complex III,0.15,0.01376055,4.05120584117734e-07,4.01586907900151e-06
Complex III,0.15,0.01376055,4.51357174288109e-07,4.34992204435979e-06
Complex III,0.15,0.01376055,4.97593764458484e-07,4.87050546860048e-06
Complex III,0.15,0.01376055,5.64618398960261e-07,5.38989380465217e-06
Complex III,0.15,0.01376055,6.31643033462038e-07,5.90808952037869e-06
Complex III,0.15,0.01376055,6.98667667963816e-07,6.42509507816861e-06
Complex III,0.15,0.01376055,7.65692302465593e-07,6.94091293517942e-06
Complex III,0.15,0.01376055,8.3271693696737e-07,7.83257139215826e-06
Complex III,0.15,0.01376055,9.02080602259131e-07,8.72067853602209e-06
Complex III,0.15,0.01376055,9.71444267550891e-07,9.60524707482874e-06
Complex III,0.15,0.01376055,1.04080793284265e-06,1.04862896700884e-05
Complex III,0.15,0.01376055,1.11017159813441e-06,1.13638189380649e-05
Complex III,0.15,0.01376055,1.17953526342617e-06,1.32346703822848e-05
Complex III,0.15,0.01376055,1.29275055143368e-06,1.47010289033105e-05
Complex III,0.15,0.01376055,1.40596583944119e-06,1.61574724851609e-05
Complex III,0.15,0.01376055,1.5191811274487e-06,1.76040615614797e-05
Complex III,0.15,0.01376055,1.63239641545621e-06,1.90408558959179e-05
Complex III,0.15,0.01376055,1.74561170346373e-06,2.25266270917932e-05
Complex III,0.15,0.01376055,1.99146385372603e-06,2.59546195717455e-05
Complex III,0.15,0.01376055,2.23731600398833e-06,2.93256679621112e-05
Complex III,0.15,0.01376055,2.48316815425064e-06,3.26406172615254e-05
Complex III,0.15,0.01376055,2.72902030451294e-06,3.85061213250876e-05
Complex III,0.15,0.01376055,2.97487245477525e-06,4.41949660883363e-05
Complex III,0.15,0.01376055,3.47955056656131e-06,4.97119451679737e-05
Complex III,0.15,0.01376055,3.98422867834737e-06,5.50616866752784e-05
Complex III,0.15,0.01376055,4.48890679013343e-06,6.02486627279061e-05
Complex III,0.15,0.01376055,4.99358490191949e-06,7.47577149045836e-05
Complex III,0.15,0.01376055,5.49826301370555e-06,8.79726200104758e-05
Complex III,0.15,0.01376055,6.82678126756533e-06,9.99943136549765e-05
Complex III,0.15,0.01376055,8.15529952142512e-06,0.000110915636462677
Complex III,0.15,0.01376055,9.48381777528491e-06,0.000120822153659971
Complex III,0.15,0.01376055,1.08123360291447e-05,0.000140372550909882
Complex III,0.15,0.01376055,1.21408542830045e-05,0.000145387502520615
Complex III,0.15,0.01376055,1.61119667558821e-05,0.00015004559966663
Complex III,0.15,0.01376055,1.73033004977454e-05,0.000154366199197913
Complex III,0.15,0.01376055,1.84946342396087e-05,0.000158368398984105
Complex III,0.15,0.01376055,1.9685967981472e-05,0.000159509760673612
Complex III,0.15,0.01376055,2.0043368104031e-05,0.000160624558772805
Complex III,0.15,0.01376055,2.040076822659e-05,0.000161713239401766
Complex III,0.15,0.01376055,2.06795158182553e-05,0.000162034817730263
Complex III,0.15,0.01376055,2.07631400957549e-05,0.000162354098083921
Complex III,0.15,0.01376055,2.08467643732544e-05,0.00016244943587004
Complex III,0.15,0.01376055,2.0930388650754e-05,0.000162544568214737
Complex III,0.15,0.01376055,2.09554759340039e-05,0.000162573067904265
Complex III,0.15,0.01376055,2.09805632172538e-05,0.000162601549141684
Complex III,0.15,0.01376055,2.10056505005037e-05,0.000162630011935632
Complex III,0.15,0.01376055,2.10131766854786e-05,0.00016265845629465
Complex III,0.15,0.01376055,2.10207028704536e-05,0.000162666986008819
Complex III,0.15,0.01376055,2.10282290554286e-05,0.000162675514064845
Complex III,0.15,0.01376055,2.1030486910921e-05,0.000162684040462961
Complex III,0.15,0.01376055,2.10327447664135e-05,0.000162686598059139
Complex III,0.15,0.01376055,2.1035002621906e-05,0.000162689155506131
Complex III,0.15,0.01376055,2.10356799785538e-05,0.000162691712803945
Complex III,0.15,0.01376055,2.10363573352015e-05,0.000162694269952587
Complex III,0.15,0.01376055,2.10370346918493e-05,0.000162695037068092
Complex III,0.15,0.01376055,2.1037712048497e-05,0.000162695804170172
Complex III,0.15,0.01376055,2.10379152554913e-05,0.000162696034298178
Complex III,0.15,0.01376055,2.10381184624857e-05,0.000162696264424976
Complex III,0.15,0.01376055,2.103832166948e-05,0.000162696494550566
Complex III,0.15,0.01376055,2.10383826315783e-05,0.000162696724674947
Complex III,0.15,0.01376055,2.10384435936766e-05,0.000162696793712026
Complex III,0.15,0.01376055,2.10385045557749e-05,0.000162696862748997
Complex III,0.15,0.01376055,2.10385655178732e-05,0.000162696931785858
Complex III,0.15,0.01376055,2.10385838065027e-05,0.000162696952496895
Complex III,0.15,0.01376055,2.10386020951322e-05,0.000162696973207922
Complex III,0.15,0.01376055,2.10386203837616e-05,0.00016269699391894
Complex III,0.15,0.01376055,2.10386258703505e-05,0.000162697014629948
Complex III,0.15,0.01376055,2.10386313569393e-05,0.000162697035340946
Complex III,0.15,0.01376055,2.10386368435282e-05,0.00016269704295969
Complex III,0.15,0.01376055,2.1038642330117e-05,0.000162697050578432
Complex III,0.15,0.01376055,2.10386439760937e-05,0.000162697052864054
Complex III,0.15,0.01376055,2.10386444698867e-05,0.000162697055149677
Complex III,0.15,0.01376055,2.10386449636797e-05,0.000162697055835363
Complex III,0.15,0.01376055,2.10386454574727e-05,0.00016269705652105
Complex III,0.15,0.01376055,2.10386459512657e-05,0.000162697057206737
Complex III,0.15,0.01376055,2.10386460994036e-05,0.000162697057412443
Complex III,0.15,0.01376055,2.10386462475415e-05,0.000162697057618149
Complex III,0.2,0.0183474,0,0
Complex III,0.2,0.0183474,9.88731394267737e-08,1.3593344159552e-06
Complex III,0.2,0.0183474,1.07771721975183e-07,1.4815246244416e-06
Complex III,0.2,0.0183474,1.16670304523593e-07,1.60363669135922e-06
Complex III,0.2,0.0183474,1.25568887072003e-07,1.72568184478321e-06
